Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Post_Semester_GPA,Skill_Retention_Score
123887,Humanities,Senior,3.77,2.64,Copywriting/Drafting,3.877,61.28
123888,STEM,Junior,3.525,5.08,Summarizing_Reading,4.0,89.37
123889,Business,Senior,3.318,37.2,Ideation,3.385,75.6
123890,Humanities,Senior,3.312,6.62,Copywriting/Drafting,3.376,89.61
123891,Arts,Senior,3.558,0.13,Copywriting/Drafting,3.85,90.92
123892,Humanities,Senior,3.489,5.97,Copywriting/Drafting,3.624,91.71
123893,Business,Senior,3.213,3.81,Direct_Answer_Generation,3.377,51.17
123894,Humanities,Senior,3.079,7.72,Copywriting/Drafting,3.515,71.95
123895,STEM,Freshman,3.762,1.56,Debugging/Troubleshooting,4.0,71.46
123896,Humanities,Junior,2.687,4.53,Debugging/Troubleshooting,3.053,72.84
123897,Business,Freshman,3.003,0.97,Direct_Answer_Generation,3.018,73.73
123898,Business,Senior,3.842,20.33,Ideation,4.0,94.68
123899,Business,Freshman,2.948,12.84,Debugging/Troubleshooting,3.025,61.57
123900,Medical,Graduate,3.372,5.93,Summarizing_Reading,3.621,80.81
123901,Business,Junior,3.759,40.0,Copywriting/Drafting,4.0,69.28
123902,Medical,Freshman,2.627,7.67,Summarizing_Reading,2.596,80.69
123903,STEM,Junior,3.637,1.98,Debugging/Troubleshooting,3.738,59.66
123904,STEM,Senior,3.271,10.65,Ideation,3.418,81.31
123905,Humanities,Freshman,2.988,9.13,Copywriting/Drafting,3.19,64.46
123906,STEM,Junior,3.242,17.39,Debugging/Troubleshooting,3.68,79.0
123907,Business,Freshman,3.734,0.27,Ideation,3.936,88.6
123908,Business,Senior,2.633,5.37,Copywriting/Drafting,2.623,74.44
123909,Business,Freshman,3.406,8.32,Ideation,3.666,70.3
123910,Business,Sophomore,2.243,4.02,Ideation,2.583,91.53
123911,Medical,Junior,3.176,2.73,Ideation,3.745,71.87
123912,Medical,Freshman,3.849,6.15,Summarizing_Reading,3.972,64.73
123913,STEM,Graduate,2.822,7.96,Debugging/Troubleshooting,2.93,95.57
123914,Humanities,Junior,3.565,3.35,Copywriting/Drafting,3.541,74.97
123915,STEM,Sophomore,3.181,16.36,Debugging/Troubleshooting,3.743,62.21
123916,STEM,Senior,3.204,28.84,Debugging/Troubleshooting,3.406,83.33
123917,Business,Graduate,2.995,20.3,Debugging/Troubleshooting,3.354,83.02
123918,Business,Graduate,2.983,4.16,Ideation,3.025,75.18
123919,STEM,Junior,3.839,1.55,Ideation,4.0,74.02
123920,Business,Sophomore,3.925,0.33,Summarizing_Reading,3.932,82.0
123921,Business,Graduate,3.408,32.06,Ideation,3.586,54.85
123922,STEM,Freshman,3.324,12.77,Debugging/Troubleshooting,3.505,84.95
123923,Humanities,Senior,3.72,5.58,Copywriting/Drafting,3.99,73.19
123924,Medical,Freshman,3.47,2.83,Summarizing_Reading,3.517,71.35
123925,Business,Junior,2.734,7.3,Copywriting/Drafting,2.913,65.08
123926,Humanities,Graduate,3.346,2.47,Copywriting/Drafting,3.736,80.69
123927,STEM,Junior,3.251,0.32,Debugging/Troubleshooting,3.486,64.38
123928,STEM,Junior,2.533,2.42,Direct_Answer_Generation,2.777,76.59
123929,STEM,Freshman,2.879,6.62,Debugging/Troubleshooting,2.722,73.38
123930,Arts,Sophomore,3.184,8.78,Debugging/Troubleshooting,3.746,75.54
123931,STEM,Freshman,3.009,8.1,Summarizing_Reading,2.998,72.19
123932,STEM,Graduate,3.556,0.57,Debugging/Troubleshooting,3.552,83.83
123933,STEM,Senior,3.563,5.36,Debugging/Troubleshooting,3.737,81.58
123934,Arts,Freshman,3.457,0.48,Copywriting/Drafting,3.264,61.67
123935,STEM,Sophomore,3.444,6.79,Debugging/Troubleshooting,3.588,81.1
123936,Humanities,Senior,3.452,3.04,Copywriting/Drafting,3.587,90.85
123937,Business,Freshman,3.348,2.7,Summarizing_Reading,3.598,81.17
123938,Humanities,Sophomore,3.68,8.99,Copywriting/Drafting,3.762,92.38
123939,STEM,Junior,2.485,3.65,Copywriting/Drafting,2.3,56.57
123940,STEM,Freshman,3.133,0.25,Summarizing_Reading,3.3,56.34
123941,Arts,Sophomore,3.019,36.0,Ideation,3.035,47.95
123942,Medical,Graduate,2.804,0.2,Direct_Answer_Generation,2.866,60.0
123943,Humanities,Junior,3.15,3.01,Summarizing_Reading,3.558,69.97
123944,STEM,Senior,2.64,30.98,Debugging/Troubleshooting,2.905,71.46
123945,STEM,Senior,3.638,12.71,Debugging/Troubleshooting,3.874,94.78
123946,Arts,Freshman,3.224,13.37,Copywriting/Drafting,3.63,100.0
123947,Business,Senior,3.618,7.32,Ideation,3.997,70.42
123948,Arts,Freshman,3.957,6.93,Direct_Answer_Generation,4.0,89.7
123949,Business,Graduate,3.664,1.07,Ideation,4.0,89.13
123950,Medical,Freshman,3.611,3.72,Summarizing_Reading,3.832,77.68
123951,Medical,Graduate,3.646,3.31,Summarizing_Reading,3.995,95.76
123952,Arts,Senior,3.877,2.29,Direct_Answer_Generation,4.0,74.78
123953,Humanities,Freshman,3.523,9.3,Copywriting/Drafting,3.447,71.37
123954,Humanities,Freshman,2.912,3.71,Ideation,3.008,77.11
123955,Business,Freshman,3.355,12.76,Ideation,3.437,76.22
123956,Business,Sophomore,3.779,4.13,Ideation,4.0,67.43
123957,Business,Senior,3.209,23.84,Summarizing_Reading,3.375,75.07
123958,STEM,Junior,2.9,4.12,Debugging/Troubleshooting,3.178,61.14
123959,Business,Junior,3.735,10.67,Direct_Answer_Generation,3.861,72.18
123960,Humanities,Freshman,2.324,4.15,Copywriting/Drafting,2.396,62.43
123961,Business,Freshman,3.083,4.63,Ideation,3.126,75.18
123962,STEM,Senior,2.706,13.1,Ideation,3.226,67.54
123963,Humanities,Senior,3.226,16.25,Summarizing_Reading,3.396,51.11
123964,STEM,Sophomore,3.458,0.7,Debugging/Troubleshooting,3.666,96.53
123965,Medical,Freshman,3.444,8.84,Copywriting/Drafting,3.632,86.54
123966,Humanities,Sophomore,3.43,11.86,Copywriting/Drafting,3.621,88.57
123967,STEM,Sophomore,3.913,15.17,Debugging/Troubleshooting,4.0,100.0
123968,STEM,Junior,3.766,7.64,Debugging/Troubleshooting,3.892,55.25
123969,Business,Sophomore,3.135,31.77,Ideation,3.19,50.49
123970,STEM,Graduate,2.388,7.51,Debugging/Troubleshooting,2.549,100.0
123971,Medical,Sophomore,2.508,3.27,Debugging/Troubleshooting,2.781,86.35
123972,Business,Freshman,3.477,3.66,Ideation,3.255,84.63
123973,STEM,Sophomore,2.062,40.0,Direct_Answer_Generation,1.751,42.61
123974,Business,Junior,2.534,5.22,Ideation,2.634,75.3
123975,STEM,Senior,3.176,6.08,Debugging/Troubleshooting,3.377,74.73
123976,Arts,Graduate,2.931,2.28,Debugging/Troubleshooting,3.098,75.51
123977,Humanities,Freshman,2.323,14.12,Copywriting/Drafting,2.496,66.05
123978,Medical,Freshman,2.248,37.49,Summarizing_Reading,2.393,39.0
123979,Business,Graduate,3.596,5.77,Debugging/Troubleshooting,3.951,70.2
123980,Arts,Sophomore,2.247,6.53,Summarizing_Reading,2.507,61.5
123981,STEM,Senior,2.719,13.46,Ideation,2.885,89.86
123982,Humanities,Junior,2.882,15.7,Ideation,3.464,54.39
123983,Business,Sophomore,3.445,0.24,Ideation,3.788,89.59
123984,Business,Freshman,2.769,6.26,Ideation,2.989,53.21
123985,STEM,Senior,3.841,6.32,Debugging/Troubleshooting,4.0,96.73
123986,Humanities,Senior,2.676,0.89,Copywriting/Drafting,2.788,37.75
123987,STEM,Junior,3.858,4.5,Debugging/Troubleshooting,4.0,82.6
123988,Business,Junior,2.572,8.34,Ideation,2.794,69.01
123989,Humanities,Senior,3.324,1.28,Ideation,3.551,58.52
123990,Humanities,Junior,3.322,15.21,Copywriting/Drafting,3.763,79.58
123991,STEM,Senior,3.136,13.5,Debugging/Troubleshooting,3.241,80.14
123992,Humanities,Freshman,3.605,4.63,Summarizing_Reading,3.723,82.1
123993,STEM,Graduate,2.609,0.69,Summarizing_Reading,2.791,94.3
123994,Medical,Sophomore,2.643,1.98,Debugging/Troubleshooting,2.524,73.7
123995,STEM,Freshman,2.699,33.9,Debugging/Troubleshooting,3.075,65.88
123996,Medical,Freshman,3.465,0.11,Summarizing_Reading,3.564,73.7
123997,Humanities,Senior,3.263,3.69,Summarizing_Reading,3.216,67.72
123998,Humanities,Freshman,2.852,19.32,Copywriting/Drafting,2.787,99.58
123999,STEM,Graduate,2.812,17.01,Debugging/Troubleshooting,3.06,82.56
124000,Business,Junior,3.755,19.36,Ideation,4.0,75.53
124001,Business,Senior,3.303,6.41,Ideation,3.675,86.74
124002,Humanities,Senior,3.455,11.83,Copywriting/Drafting,3.797,92.19
124003,STEM,Sophomore,3.169,6.08,Ideation,3.35,80.0
124004,Medical,Senior,3.258,2.25,Copywriting/Drafting,3.594,83.99
124005,Medical,Graduate,2.857,0.9,Summarizing_Reading,2.904,74.46
124006,Humanities,Sophomore,3.653,10.71,Copywriting/Drafting,3.94,63.11
124007,Business,Senior,3.363,31.92,Summarizing_Reading,3.693,69.17
124008,Humanities,Senior,2.818,0.55,Summarizing_Reading,3.041,65.14
124009,Humanities,Junior,1.76,0.15,Copywriting/Drafting,2.073,84.57
124010,STEM,Sophomore,3.301,4.01,Summarizing_Reading,3.258,76.62
124011,Humanities,Sophomore,2.523,7.13,Copywriting/Drafting,2.771,56.08
124012,Arts,Sophomore,3.317,6.11,Copywriting/Drafting,3.466,89.67
124013,STEM,Junior,2.39,25.45,Copywriting/Drafting,2.456,85.12
124014,Business,Graduate,3.027,2.38,Summarizing_Reading,3.328,92.54
124015,Medical,Sophomore,3.295,5.74,Summarizing_Reading,3.426,80.33
124016,STEM,Senior,2.865,8.8,Debugging/Troubleshooting,3.077,70.47
124017,STEM,Sophomore,2.556,3.15,Debugging/Troubleshooting,2.887,91.51
124018,Arts,Junior,2.87,8.77,Direct_Answer_Generation,3.172,89.18
124019,STEM,Freshman,3.66,0.0,Debugging/Troubleshooting,3.852,63.74
124020,STEM,Senior,2.986,3.73,Debugging/Troubleshooting,3.36,92.46
124021,Humanities,Senior,2.526,2.13,Direct_Answer_Generation,2.646,68.37
124022,Humanities,Sophomore,3.47,1.18,Copywriting/Drafting,3.624,88.61
124023,Medical,Junior,3.418,10.39,Summarizing_Reading,3.597,89.94
124024,Business,Graduate,3.717,10.05,Ideation,3.907,80.25
124025,Humanities,Freshman,3.726,2.78,Debugging/Troubleshooting,4.0,63.23
124026,Business,Graduate,3.452,5.56,Ideation,3.318,96.18
124027,Medical,Junior,3.168,4.04,Copywriting/Drafting,3.322,100.0
124028,STEM,Graduate,2.42,4.67,Direct_Answer_Generation,2.702,96.4
124029,STEM,Graduate,2.801,1.12,Debugging/Troubleshooting,3.168,100.0
124030,Medical,Freshman,3.073,0.59,Direct_Answer_Generation,3.223,57.96
124031,Medical,Senior,3.539,5.65,Summarizing_Reading,3.644,100.0
124032,STEM,Senior,2.284,9.01,Debugging/Troubleshooting,2.595,81.15
124033,STEM,Freshman,3.128,7.46,Debugging/Troubleshooting,3.298,57.32
124034,Humanities,Graduate,2.481,3.87,Copywriting/Drafting,2.573,72.42
124035,STEM,Junior,3.95,5.27,Debugging/Troubleshooting,4.0,64.54
124036,Business,Freshman,3.609,6.09,Ideation,3.793,59.49
124037,STEM,Freshman,3.216,6.69,Debugging/Troubleshooting,3.355,88.86
124038,STEM,Junior,2.827,13.79,Debugging/Troubleshooting,2.534,64.57
124039,Humanities,Freshman,3.172,24.23,Copywriting/Drafting,3.357,68.69
124040,Medical,Freshman,2.966,4.18,Summarizing_Reading,3.234,72.01
124041,Humanities,Graduate,3.921,1.74,Debugging/Troubleshooting,4.0,96.02
124042,Humanities,Senior,2.956,5.25,Copywriting/Drafting,3.155,82.17
124043,Medical,Junior,3.551,0.41,Debugging/Troubleshooting,4.0,71.66
124044,Business,Freshman,3.557,0.86,Debugging/Troubleshooting,3.97,86.56
124045,Humanities,Freshman,2.168,6.2,Ideation,2.449,74.0
124046,Humanities,Junior,2.491,4.57,Ideation,2.812,79.58
124047,STEM,Senior,2.788,0.98,Summarizing_Reading,3.084,81.04
124048,Business,Freshman,2.935,9.84,Ideation,3.0,71.43
124049,Humanities,Freshman,3.822,2.38,Debugging/Troubleshooting,3.781,80.0
124050,STEM,Graduate,3.407,4.13,Ideation,3.433,62.07
124051,STEM,Senior,2.737,12.76,Debugging/Troubleshooting,2.62,67.4
124052,Humanities,Senior,2.953,3.11,Copywriting/Drafting,3.644,82.69
124053,Business,Junior,2.648,3.46,Debugging/Troubleshooting,2.745,92.63
124054,STEM,Freshman,3.595,22.99,Debugging/Troubleshooting,3.905,64.13
124055,STEM,Freshman,3.393,9.7,Direct_Answer_Generation,3.559,72.93
124056,Medical,Graduate,3.095,11.54,Summarizing_Reading,3.194,71.05
124057,Business,Sophomore,2.751,5.36,Ideation,2.862,74.6
124058,STEM,Senior,3.344,4.84,Direct_Answer_Generation,3.777,86.51
124059,Business,Junior,3.906,2.4,Ideation,4.0,71.78
124060,STEM,Senior,3.447,11.71,Copywriting/Drafting,3.63,89.1
124061,Business,Freshman,3.264,1.14,Ideation,3.42,70.4
124062,Business,Junior,3.471,6.53,Ideation,4.0,100.0
124063,Business,Sophomore,3.452,1.57,Ideation,3.797,63.92
124064,Business,Sophomore,3.67,14.48,Ideation,3.866,71.75
124065,STEM,Junior,2.879,9.63,Debugging/Troubleshooting,3.009,72.92
124066,Business,Junior,3.28,3.08,Direct_Answer_Generation,3.408,67.23
124067,STEM,Junior,3.701,1.74,Debugging/Troubleshooting,3.989,69.51
124068,Humanities,Junior,3.488,32.41,Direct_Answer_Generation,3.254,21.97
124069,Medical,Freshman,2.958,18.36,Summarizing_Reading,3.372,80.37
124070,Business,Sophomore,3.407,7.15,Ideation,3.402,73.22
124071,Medical,Sophomore,3.432,6.7,Debugging/Troubleshooting,3.898,81.44
124072,STEM,Senior,3.436,5.71,Debugging/Troubleshooting,3.673,83.79
124073,Humanities,Freshman,3.5,4.02,Copywriting/Drafting,3.723,70.63
124074,STEM,Sophomore,3.382,14.74,Debugging/Troubleshooting,3.692,68.2
124075,Business,Graduate,3.851,8.92,Debugging/Troubleshooting,4.0,79.47
124076,STEM,Sophomore,3.194,22.11,Debugging/Troubleshooting,3.74,83.16
124077,STEM,Freshman,2.732,7.03,Debugging/Troubleshooting,2.91,80.18
124078,STEM,Senior,3.074,0.84,Debugging/Troubleshooting,3.509,67.39
124079,Business,Freshman,3.035,14.28,Ideation,3.074,77.7
124080,STEM,Junior,2.814,15.01,Ideation,3.202,68.25
124081,Arts,Graduate,3.574,2.5,Copywriting/Drafting,3.62,70.18
124082,STEM,Graduate,3.599,7.56,Debugging/Troubleshooting,4.0,87.66
124083,STEM,Sophomore,3.176,0.99,Copywriting/Drafting,3.529,68.94
124084,Humanities,Sophomore,3.291,4.1,Copywriting/Drafting,3.317,93.25
124085,Medical,Junior,3.607,8.39,Summarizing_Reading,4.0,94.38
124086,STEM,Sophomore,2.316,13.59,Direct_Answer_Generation,2.212,70.11
124087,STEM,Freshman,3.063,12.71,Ideation,3.263,77.07
124088,Arts,Junior,3.273,2.19,Direct_Answer_Generation,3.59,90.71
124089,Humanities,Freshman,3.03,0.19,Debugging/Troubleshooting,3.339,72.93
124090,Business,Graduate,2.663,0.67,Debugging/Troubleshooting,2.814,77.78
124091,STEM,Sophomore,3.758,20.48,Copywriting/Drafting,3.828,80.02
124092,Humanities,Sophomore,3.035,12.25,Copywriting/Drafting,3.067,62.68
124093,STEM,Senior,3.489,0.55,Summarizing_Reading,3.592,67.55
124094,Humanities,Sophomore,3.15,8.69,Copywriting/Drafting,3.083,79.26
124095,Arts,Senior,3.299,7.61,Ideation,3.587,84.64
124096,Arts,Freshman,2.959,4.02,Copywriting/Drafting,3.138,84.78
124097,Business,Junior,3.79,3.92,Ideation,4.0,69.54
124098,Medical,Senior,1.387,5.4,Copywriting/Drafting,1.59,85.24
124099,STEM,Junior,3.016,7.57,Debugging/Troubleshooting,2.945,87.63
124100,STEM,Freshman,3.024,18.61,Summarizing_Reading,3.259,80.52
124101,Business,Senior,3.774,5.29,Ideation,3.731,86.96
124102,Business,Junior,3.789,7.97,Copywriting/Drafting,3.991,65.42
124103,STEM,Sophomore,3.003,5.5,Debugging/Troubleshooting,2.807,59.48
124104,Business,Graduate,3.391,6.59,Direct_Answer_Generation,3.744,74.33
124105,Humanities,Graduate,3.652,2.82,Copywriting/Drafting,4.0,90.7
124106,Business,Freshman,3.322,5.63,Ideation,3.575,86.49
124107,Arts,Junior,3.223,1.92,Copywriting/Drafting,3.71,81.96
124108,Business,Sophomore,3.193,4.03,Ideation,3.737,90.86
124109,STEM,Freshman,3.379,11.36,Summarizing_Reading,3.634,70.12
124110,Business,Freshman,2.892,2.65,Summarizing_Reading,2.952,83.28
124111,Business,Junior,2.096,27.36,Ideation,2.154,46.84
124112,STEM,Sophomore,2.806,19.95,Direct_Answer_Generation,2.673,67.81
124113,Humanities,Senior,3.038,2.15,Summarizing_Reading,3.208,78.18
124114,Medical,Junior,1.782,10.97,Ideation,1.994,70.81
124115,STEM,Senior,3.573,10.3,Direct_Answer_Generation,3.751,83.14
124116,STEM,Senior,3.126,9.91,Copywriting/Drafting,3.692,87.09
124117,STEM,Senior,3.622,4.35,Direct_Answer_Generation,3.828,68.37
124118,Business,Sophomore,3.372,3.77,Direct_Answer_Generation,3.643,65.87
124119,Medical,Graduate,3.184,1.54,Summarizing_Reading,3.36,72.28
124120,Business,Sophomore,2.758,0.69,Direct_Answer_Generation,3.018,59.29
124121,Humanities,Junior,3.224,3.27,Direct_Answer_Generation,3.442,66.95
124122,Business,Junior,3.763,11.91,Copywriting/Drafting,3.853,50.37
124123,Business,Junior,3.657,4.4,Debugging/Troubleshooting,4.0,53.0
124124,Business,Freshman,3.951,11.14,Copywriting/Drafting,3.809,62.28
124125,STEM,Sophomore,2.904,13.95,Ideation,3.188,80.72
124126,Business,Freshman,2.791,40.0,Debugging/Troubleshooting,2.816,75.44
124127,Humanities,Graduate,2.528,0.27,Debugging/Troubleshooting,2.745,88.79
124128,STEM,Senior,2.683,14.65,Debugging/Troubleshooting,2.809,70.26
124129,Business,Sophomore,3.604,0.52,Copywriting/Drafting,3.856,90.65
124130,Medical,Junior,2.958,4.46,Summarizing_Reading,3.076,95.2
124131,Humanities,Graduate,3.608,3.61,Copywriting/Drafting,3.787,74.77
124132,Medical,Graduate,1.914,18.32,Ideation,2.167,70.75
124133,STEM,Freshman,2.94,20.67,Debugging/Troubleshooting,3.475,100.0
124134,Business,Senior,3.324,28.83,Summarizing_Reading,3.469,86.24
124135,STEM,Graduate,3.382,6.24,Debugging/Troubleshooting,3.759,54.2
124136,STEM,Junior,3.571,16.78,Debugging/Troubleshooting,3.666,62.61
124137,Business,Graduate,2.824,2.91,Ideation,3.094,60.72
124138,Business,Graduate,2.707,2.49,Debugging/Troubleshooting,2.742,59.93
124139,Arts,Senior,3.907,17.55,Debugging/Troubleshooting,4.0,95.83
124140,Business,Senior,3.163,10.41,Debugging/Troubleshooting,3.576,93.97
124141,Business,Sophomore,2.4,23.87,Ideation,2.459,79.93
124142,Medical,Graduate,3.511,15.11,Ideation,3.487,76.75
124143,Humanities,Junior,2.298,6.75,Copywriting/Drafting,2.408,87.36
124144,STEM,Junior,2.265,10.38,Debugging/Troubleshooting,2.405,62.85
124145,STEM,Senior,2.452,3.71,Debugging/Troubleshooting,2.372,85.36
124146,Humanities,Graduate,3.542,4.07,Copywriting/Drafting,3.874,65.76
124147,Business,Senior,2.921,11.6,Ideation,3.246,83.31
124148,STEM,Freshman,3.564,2.39,Debugging/Troubleshooting,3.387,72.27
124149,STEM,Junior,3.663,0.71,Summarizing_Reading,3.878,75.92
124150,STEM,Senior,3.534,1.06,Debugging/Troubleshooting,3.833,71.32
124151,Business,Junior,3.087,2.14,Debugging/Troubleshooting,3.095,76.83
124152,STEM,Graduate,3.024,0.98,Summarizing_Reading,3.255,93.15
124153,STEM,Graduate,3.134,1.28,Direct_Answer_Generation,3.165,80.1
124154,Business,Junior,2.574,0.7,Direct_Answer_Generation,2.498,84.35
124155,Arts,Sophomore,2.339,4.38,Copywriting/Drafting,2.742,62.72
124156,Humanities,Freshman,2.793,14.94,Copywriting/Drafting,2.626,42.33
124157,Business,Junior,2.54,10.35,Ideation,2.823,79.04
124158,STEM,Sophomore,2.394,8.08,Debugging/Troubleshooting,2.61,100.0
124159,Medical,Senior,3.718,16.68,Debugging/Troubleshooting,4.0,100.0
124160,Humanities,Senior,3.315,0.26,Copywriting/Drafting,3.452,73.56
124161,Medical,Sophomore,3.248,1.4,Copywriting/Drafting,3.629,79.36
124162,Medical,Freshman,3.067,10.79,Copywriting/Drafting,3.292,76.4
124163,Arts,Graduate,3.609,6.76,Ideation,3.888,52.43
124164,STEM,Junior,3.26,11.96,Copywriting/Drafting,3.431,52.63
124165,Business,Sophomore,3.94,4.65,Ideation,4.0,66.57
124166,STEM,Junior,3.716,3.54,Summarizing_Reading,4.0,75.8
124167,Medical,Senior,3.386,3.58,Summarizing_Reading,4.0,64.86
124168,Arts,Freshman,3.604,6.88,Summarizing_Reading,3.977,67.6
124169,Medical,Senior,3.119,1.12,Debugging/Troubleshooting,3.635,87.72
124170,Business,Sophomore,3.558,6.03,Ideation,3.654,55.85
124171,Business,Senior,3.371,4.96,Ideation,3.567,84.26
124172,Business,Graduate,2.666,6.85,Direct_Answer_Generation,2.88,74.84
124173,Humanities,Freshman,3.24,26.06,Copywriting/Drafting,3.535,71.49
124174,Humanities,Graduate,3.71,5.72,Debugging/Troubleshooting,3.869,68.95
124175,Business,Graduate,3.893,8.95,Summarizing_Reading,4.0,92.1
124176,Medical,Sophomore,3.392,7.96,Debugging/Troubleshooting,3.765,73.71
124177,Business,Freshman,3.472,13.31,Ideation,3.281,97.67
124178,Arts,Senior,3.85,10.02,Copywriting/Drafting,3.813,70.77
124179,Arts,Sophomore,3.68,0.47,Direct_Answer_Generation,3.794,79.57
124180,Business,Freshman,2.931,9.99,Debugging/Troubleshooting,3.018,80.81
124181,Humanities,Freshman,3.232,9.56,Debugging/Troubleshooting,3.303,69.37
124182,Business,Freshman,3.105,7.43,Ideation,3.389,88.24
124183,Humanities,Sophomore,3.8,3.59,Debugging/Troubleshooting,3.957,70.71
124184,STEM,Senior,3.079,9.29,Summarizing_Reading,3.361,90.83
124185,Humanities,Senior,3.028,10.85,Copywriting/Drafting,3.457,81.33
124186,Medical,Junior,3.469,10.93,Summarizing_Reading,3.75,76.99
124187,STEM,Junior,2.087,8.36,Debugging/Troubleshooting,2.368,69.03
124188,Business,Graduate,3.829,5.21,Copywriting/Drafting,4.0,95.46
124189,Arts,Graduate,2.776,8.72,Summarizing_Reading,3.205,59.6
124190,Business,Senior,3.366,0.26,Ideation,3.651,69.19
124191,Business,Sophomore,2.971,9.64,Ideation,3.363,59.47
124192,Business,Sophomore,2.814,4.29,Ideation,3.338,98.01
124193,Humanities,Graduate,3.158,6.01,Copywriting/Drafting,3.512,56.1
124194,STEM,Graduate,2.22,4.86,Ideation,2.604,67.5
124195,Medical,Senior,3.457,2.74,Copywriting/Drafting,3.791,72.82
124196,Humanities,Senior,3.283,2.71,Direct_Answer_Generation,3.506,78.58
124197,Business,Junior,2.659,0.3,Ideation,2.996,76.08
124198,Business,Sophomore,3.504,3.83,Ideation,3.64,97.45
124199,STEM,Sophomore,3.467,6.97,Debugging/Troubleshooting,3.667,100.0
124200,Medical,Freshman,2.721,3.23,Direct_Answer_Generation,3.21,84.14
124201,Arts,Senior,3.629,8.24,Copywriting/Drafting,3.991,78.48
124202,STEM,Senior,3.318,10.01,Debugging/Troubleshooting,3.542,87.92
124203,Medical,Sophomore,3.427,8.44,Summarizing_Reading,3.786,79.86
124204,Business,Freshman,3.268,21.76,Summarizing_Reading,3.101,87.12
124205,Humanities,Graduate,3.45,4.86,Debugging/Troubleshooting,3.443,63.73
124206,Business,Junior,2.773,3.45,Ideation,2.698,59.33
124207,STEM,Graduate,2.638,1.98,Debugging/Troubleshooting,3.155,92.45
124208,Business,Senior,2.703,4.56,Ideation,2.946,84.08
124209,STEM,Freshman,2.773,3.75,Debugging/Troubleshooting,3.143,95.73
124210,Business,Sophomore,3.555,0.89,Ideation,3.719,70.1
124211,Business,Senior,2.538,4.9,Ideation,3.023,71.07
124212,Medical,Senior,3.016,0.3,Summarizing_Reading,3.184,68.67
124213,Business,Sophomore,3.751,2.9,Ideation,3.822,64.02
124214,STEM,Freshman,3.628,4.97,Ideation,3.554,61.57
124215,Medical,Sophomore,2.102,1.3,Summarizing_Reading,2.288,68.14
124216,Business,Senior,2.334,3.67,Copywriting/Drafting,2.55,78.0
124217,Business,Sophomore,3.472,4.99,Direct_Answer_Generation,3.67,73.1
124218,STEM,Senior,3.864,15.8,Debugging/Troubleshooting,3.94,89.43
124219,Arts,Graduate,3.313,2.22,Copywriting/Drafting,3.669,65.51
124220,Medical,Sophomore,3.197,12.26,Debugging/Troubleshooting,3.508,67.7
124221,Arts,Freshman,2.554,10.7,Ideation,2.437,63.39
124222,Medical,Freshman,2.974,11.93,Summarizing_Reading,2.89,68.87
124223,Humanities,Sophomore,3.254,8.08,Ideation,3.329,71.53
124224,Arts,Freshman,3.13,5.33,Ideation,3.579,79.07
124225,Humanities,Sophomore,3.793,1.11,Copywriting/Drafting,4.0,64.75
124226,STEM,Junior,2.226,15.03,Debugging/Troubleshooting,2.616,68.68
124227,Business,Freshman,2.877,11.15,Direct_Answer_Generation,2.996,75.92
124228,Business,Freshman,2.556,21.71,Direct_Answer_Generation,2.377,77.17
124229,STEM,Graduate,3.271,3.15,Debugging/Troubleshooting,3.437,100.0
124230,STEM,Junior,3.563,18.89,Debugging/Troubleshooting,3.738,60.48
124231,STEM,Graduate,2.689,4.5,Summarizing_Reading,3.212,81.06
124232,Humanities,Freshman,3.799,2.67,Copywriting/Drafting,3.84,65.99
124233,STEM,Freshman,2.876,18.65,Debugging/Troubleshooting,3.312,83.82
124234,STEM,Senior,3.524,6.32,Debugging/Troubleshooting,3.798,93.65
124235,Humanities,Junior,2.002,2.29,Copywriting/Drafting,2.321,77.23
124236,Medical,Graduate,3.031,12.46,Summarizing_Reading,3.196,70.43
124237,Arts,Senior,3.303,1.55,Copywriting/Drafting,3.628,84.22
124238,Humanities,Junior,2.984,1.99,Summarizing_Reading,3.408,61.54
124239,Medical,Junior,2.493,4.83,Copywriting/Drafting,2.519,81.78
124240,Business,Senior,2.598,6.48,Direct_Answer_Generation,2.973,67.79
124241,Humanities,Senior,2.651,0.93,Debugging/Troubleshooting,3.233,75.66
124242,Humanities,Sophomore,2.697,9.01,Summarizing_Reading,2.53,57.87
124243,Humanities,Senior,2.927,2.76,Ideation,2.956,70.45
124244,STEM,Senior,2.884,4.07,Copywriting/Drafting,3.424,69.53
124245,Humanities,Graduate,3.117,4.48,Copywriting/Drafting,3.474,57.72
124246,Business,Graduate,3.13,1.59,Ideation,3.106,70.97
124247,Business,Sophomore,3.206,4.22,Ideation,3.354,71.05
124248,Arts,Graduate,3.74,6.59,Copywriting/Drafting,4.0,77.59
124249,Humanities,Graduate,2.482,3.46,Copywriting/Drafting,2.748,84.66
124250,Business,Freshman,3.169,2.37,Ideation,3.128,74.64
124251,Business,Junior,3.736,2.9,Ideation,4.0,93.83
124252,Medical,Junior,3.754,6.29,Copywriting/Drafting,4.0,49.65
124253,Humanities,Sophomore,3.038,2.74,Copywriting/Drafting,3.125,62.62
124254,Medical,Senior,3.439,9.37,Ideation,3.688,85.58
